travel_id,day_index,visit_order,visit_area_id,visit_area_nm
f_f000405,1,4,2305270005,이디야커피 포항영일 대점
f_f000405,1,5,2305270006,환호공원 스페이스 워크
f_f000405,1,6,2305270007,강변체육공원
f_f000405,1,7,2305270008,영일 대게 스트 하우스
f_f000405,2,1,2305280001,꿀꿀촌 문덕점
f_f000405,2,2,2305280002,카페 더 헤이븐
f_f000405,2,3,2305280003,집
f_f000409,1,1,2306080001,집
f_f000409,1,2,2306080003,한화리조트 설악 쏘라노
f_f000409,1,3,2306080004,척산 족욕공원
f_f000409,1,4,2306080007,수복기념탑
f_f000409,1,5,2306080005,속초 IPARK 스위트
f_f000409,1,6,2306080006,스타벅스 속초 DT점
f_f000409,1,7,2306080008,금이야 옥이야
f_f000409,1,8,2306080009,속초 아이
f_f000409,1,9,2306080010,버거킹 속초 DT점
f_f000409,1,10,2306080011,청초호유원지
f_f000409,1,11,2306080012,속초관광수산시장
f_f000409,1,12,2306080002,속초 IPARK 스위트
f_f000409,2,1,2306090001,GS25 속초 타워점
f_f000409,2,2,2306090002,중앙 닭강정 엑스포 직영점
f_f000409,2,3,2306090003,버거킹 속초 DT점
f_f000409,2,4,2306090004,홍천 휴게소 서울 방향
f_f000409,2,5,2306090005,집
f_f000411,1,1,2305150001,집
f_f000411,1,2,2305150003,홍천 휴게소 양양 방향
f_f000411,1,3,2305150004,오베 르망 본점
f_f000411,1,4,2305150005,델피노 오션 플레이
f_f000411,1,5,2305150006,낙산사 홍련암
f_f000411,1,6,2305150007,속초관광수산시장
f_f000411,1,7,2305150002,소노캄델피노 AB동
f_f000411,2,1,2305160001,김정옥 할머니순두부 본점
f_f000411,2,2,2305160003,뮤지엄 산
f_f000411,2,3,2305160002,집
f_f000412,1,1,2305280001,집
f_f000412,1,2,2305280003,경주월드
f_f000412,1,3,2305280004,황련단길
f_f000412,1,4,2305280002,나무에
f_f000412,2,1,2305290002,카페와 하이 황리단길점
f_f000412,2,2,2305290005,황련단길
f_f000412,2,3,2305290003,솔 솥 경주 황리 비단길점
f_f000412,2,4,2305290004,대릉원
f_f000412,2,5,2305290001,집
f_f000416,1,1,2305160001,집
f_f000416,1,2,2305160002,경주국립공원 남산지구
f_f000416,1,3,2305160003,바람개비
f_f000416,1,4,2305160004,마주
f_f000416,1,5,2305160005,대릉원
f_f000416,1,6,2305160006,황련단길
f_f000416,1,7,2305160007,첨성대
f_f000416,1,8,2305160008,집
f_f000417,1,1,2306060001,집
f_f000417,1,2,2306060003,가평휴게소 춘천 방향
f_f000417,1,3,2306060004,롯데리조트 속초
f_f000417,1,4,2306060005,외옹치해변
f_f000417,1,5,2306060006,롯데리조트 속초
f_f000417,1,6,2306060007,옛 고을 순두부
f_f000417,1,7,2306060008,오베 르망 본점
f_f000417,1,8,2306060002,롯데리조트 속초
f_f000417,2,1,2306070002,속초 생대구
f_f000417,2,2,2306070003,등대해수욕장
f_f000417,2,3,2306070004,할리스 속초 영랑 해 변 DI 점
f_f000417,2,4,2306070005,강촌레일파크 김유정역
f_f000417,2,5,2306070006,춘천 산속에 닭갈비
f_f000417,2,6,2306070001,집
f_f000419,1,1,2305190001,사무실
f_f000419,1,2,2305190008,홍천 휴게소 양양 방향
f_f000419,1,3,2305190003,속초 고속버스터미널
f_f000419,1,4,2305190005,청초수물회
f_f000419,1,5,2305190004,예스 닭강정
f_f000419,1,6,2305190006,씨크루즈호텔속초
f_f000419,1,7,2305190007,속초관광수산시장
